MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,WindGustDirX,WindGustDirY,WindDir9amX,WindDir9amY,WindDir3pmX,WindDir3pmY
12.6,20.3,0.0,5.420289231739704,7.656391491519734,35.0,11.0,15.0,52.0,50.0,1019.9,1020.5,4.585565349855053,4.580450105286398,16.9,18.3,0.0,0.0,0.13233681049883228,0.9912048065798491,0.9129390999389944,0.4080958218391594,-0.5984600690578581,-0.8011526357338306
25.1,31.0,8.0,5.4,7.656391491519734,28.0,11.0,15.0,80.0,44.06578947368421,1005.6,1002.9,6.0,3.048780487804878,28.7,33.899999999999984,1.0,1.0,-0.2194105534967032,-0.9756326199006828,-0.9454304232544339,-0.32582405495135236,1.0,0.0
6.3,15.2,0.0,2.4,8.094375000000003,46.0,19.0,19.0,67.0,52.0,1015.2,1010.5,4.585565349855053,4.580450105286398,11.6,15.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.0,14.2,0.0,5.420289231739704,7.656391491519734,24.0,9.0,15.0,70.0,62.0,1023.4,1020.3,3.0,7.0,7.5,12.4,0.0,0.0,0.36731936773024515,-0.9300948780045254,-0.5984600690578581,-0.8011526357338306,0.36731936773024515,-0.9300948780045254
-1.0,16.9,0.0,1.4,9.6,30.0,0.0,17.0,100.0,64.0,1029.5,1028.2,4.585565349855053,4.580450105286398,9.1,14.9,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.0,0.0,-0.5984600690578581,-0.8011526357338306
18.7,23.8,0.2,6.2,8.7,35.0,15.0,20.0,60.0,61.0,1019.2,1018.3,2.0,6.0,22.2,22.5,0.0,0.0,0.9129390999389944,0.4080958218391594,-0.9960878351411849,0.08836868610400142,-0.9960878351411849,0.08836868610400142
4.6,17.1,0.0,2.2,8.3,13.0,6.0,4.0,79.0,58.0,1021.0,1018.7,5.0,7.0,9.0,16.6,0.0,0.0,-0.4480736161291701,0.8939966636005579,0.8268371568000089,-0.562441389066343,1.0,0.0
-0.2,21.0,0.0,3.8,9.129145728643214,35.0,0.0,26.0,49.0,16.0,1030.4,1026.6,0.0,1.0,9.9,20.3,0.0,0.0,0.36731936773024515,-0.9300948780045254,0.0,0.0,0.36731936773024515,-0.9300948780045254
2.0,12.6,0.0,5.420289231739704,7.656391491519734,31.0,6.0,19.0,99.0,74.0,1030.1,1027.7,5.931297709923665,6.206896551724138,5.9,12.2,0.0,1.0,-0.8733046400935156,-0.4871745124605095,1.0,0.0,-0.8733046400935156,-0.4871745124605095
17.0,25.5,0.0,5.420289231739704,7.656391491519734,40.12741330509785,4.0,4.0,62.0,51.0,1017.4989079446407,1015.1470960504763,6.0,5.0,22.6,23.4,0.0,0.0,0.0,0.0,-0.9960878351411849,0.08836868610400142,-0.9960878351411849,0.08836868610400142
5.0,15.0,0.0,1.0,7.2,30.0,9.0,2.0,85.0,55.0,1022.7,1020.4,3.0,7.0,6.6,13.7,0.0,0.0,1.0,0.0,1.0,0.0,0.5253219888177297,0.8509035245341184
3.5,15.7,0.0,3.7048484848484846,7.304848484848486,24.0,15.0,13.0,87.0,65.0,1032.9,1030.3,5.366141732283465,4.70954356846473,7.6,15.5,0.0,0.0,-0.9454304232544339,-0.32582405495135236,0.6669156003948422,0.7451332645574127,0.9843819506325049,-0.17604594647121138
12.6,32.9,0.4,5.0,12.1,37.0,15.0,17.0,52.0,18.0,1020.7,1015.8,1.0,5.0,21.9,31.5,0.0,0.0,-0.2194105534967032,-0.9756326199006828,-0.04422762066183891,-0.999021480034635,-0.2194105534967032,-0.9756326199006828
17.5,29.3,0.0,6.435314685314689,8.354716981132079,41.0,13.0,20.0,56.0,40.0,1005.9,1005.4,3.3208191126279862,7.0,20.6,26.1,0.0,0.0,0.36731936773024515,-0.9300948780045254,-0.5984600690578581,-0.8011526357338306,0.13233681049883228,0.9912048065798491
20.1,27.9,0.0,7.8,6.1,37.0,13.0,26.0,55.0,57.0,1022.2,1020.4,4.0,4.0,25.1,25.8,0.0,0.0,-0.04422762066183891,-0.999021480034635,-0.2194105534967032,-0.9756326199006828,-0.04422762066183891,-0.999021480034635
8.4,28.3,0.0,8.6,11.8,35.0,7.0,17.0,50.0,25.0,1015.8,1012.9,3.0,6.0,18.3,26.0,0.0,0.0,0.9843819506325049,-0.17604594647121138,0.8268371568000089,-0.562441389066343,-0.9454304232544339,-0.32582405495135236
9.3,24.4,0.0,2.4,7.4474025974025935,30.0,20.0,13.0,80.0,44.0,1024.5,1020.0,0.0,1.0,14.8,23.7,0.0,0.28846153846153844,-0.9454304232544339,-0.32582405495135236,0.6669156003948422,0.7451332645574127,0.6669156003948422,0.7451332645574127
1.1,17.2,0.0,2.2,7.2,31.0,7.0,20.0,79.0,50.0,1033.6,1030.4,1.0,7.0,7.9,15.6,0.0,0.0,-0.04422762066183891,-0.999021480034635,0.9843819506325049,-0.17604594647121138,0.8268371568000089,-0.562441389066343
6.2,21.4,0.0,2.8,9.7,37.0,19.0,13.0,52.0,29.0,1032.2,1028.7,0.0,0.0,13.5,20.7,0.0,0.0,-0.04422762066183891,-0.999021480034635,-0.04422762066183891,-0.999021480034635,-0.8733046400935156,-0.4871745124605095
19.6,27.3,0.0,5.420289231739704,7.656391491519734,43.0,19.0,30.0,69.0,66.0,1013.8,1011.6,4.585565349855053,4.580450105286398,23.0,24.0,0.0,0.0,0.5253219888177297,0.8509035245341184,-0.8733046400935156,-0.4871745124605095,-0.04422762066183891,-0.999021480034635
19.2,29.3,0.0,4.8,6.8,31.0,9.0,22.0,73.0,57.0,1014.5,1011.6,3.0,5.0,25.7,26.5,0.0,0.0,-0.04422762066183891,-0.999021480034635,0.13233681049883228,0.9912048065798491,-0.04422762066183891,-0.999021480034635
5.3,18.8,0.2,1.0,2.3,17.0,7.0,7.0,96.0,63.0,1025.1,1024.1,7.0,6.0,9.5,17.2,0.0,0.0,1.0,0.0,0.5253219888177297,0.8509035245341184,0.9843819506325049,-0.17604594647121138
17.5,23.3,0.0,5.420289231739704,7.656391491519734,26.0,11.0,13.0,76.0,81.0,1009.9,1005.4,1.0,5.828767123287672,20.0,21.8,0.0,0.0,-0.8733046400935156,-0.4871745124605095,1.0,0.0,1.0,0.0
18.0,28.6,0.0,5.420289231739704,7.656391491519734,39.0,24.0,22.0,48.0,41.0,1014.1,1010.6,4.685714285714286,4.541666666666667,22.5,27.1,0.0,0.0,0.5253219888177297,0.8509035245341184,-0.4480736161291701,0.8939966636005579,0.5253219888177297,0.8509035245341184
10.2,19.8,0.0,5.8,7.5,37.0,20.0,22.0,55.0,77.0,1005.1,1005.1,6.0,7.0,16.0,16.1,0.0,1.0,0.6669156003948422,0.7451332645574127,-0.2194105534967032,-0.9756326199006828,0.8268371568000089,-0.562441389066343
11.2,20.8,0.0,6.0,9.6,43.0,13.0,20.0,100.0,50.0,1022.0,1021.5,4.585565349855053,4.580450105286398,14.7,20.0,0.0,0.0,-0.9960878351411849,0.08836868610400142,0.9129390999389944,0.4080958218391594,-0.9960878351411849,0.08836868610400142
24.1,32.3,0.0,8.6,11.1,35.0,15.0,24.0,66.0,62.0,1017.1,1013.8,4.0,3.0,29.3,30.7,0.0,0.0,0.5253219888177297,0.8509035245341184,-0.9960878351411849,0.08836868610400142,-0.04422762066183891,-0.999021480034635
17.6,29.6,0.0,3.6,8.350378787878787,33.0,2.0,24.0,70.0,63.0,1020.7,1017.6,4.209964412811388,4.0,25.2,27.6,0.0,0.0,-0.9960878351411849,0.08836868610400142,0.8268371568000089,-0.562441389066343,-0.04422762066183891,-0.999021480034635
14.0,27.3,0.0,7.6,10.3,37.0,24.0,13.0,67.0,42.0,1013.9,1013.6,5.359223300970874,5.4754901960784315,17.6,23.7,0.0,0.0,0.9129390999389944,0.4080958218391594,0.13233681049883228,0.9912048065798491,0.5253219888177297,0.8509035245341184
11.5,23.3,0.0,6.435314685314689,8.354716981132079,35.0,17.0,20.0,59.0,50.0,1022.0,1018.5,4.0,8.0,14.4,20.6,0.0,1.0,1.0,0.0,0.5253219888177297,0.8509035245341184,-0.8733046400935156,-0.4871745124605095
9.6,13.4,0.6,5.4,3.6,57.0,20.0,17.0,87.0,47.0,1012.8,1017.1,6.0,7.0,10.0,12.0,0.0,0.0,0.13233681049883228,0.9912048065798491,-0.5984600690578581,-0.8011526357338306,0.9129390999389944,0.4080958218391594
21.7,27.1,0.0,7.8,12.5,30.0,15.0,11.0,58.0,56.0,1020.6,1019.0,4.0,3.0,25.7,26.1,0.0,0.0,-0.04422762066183891,-0.999021480034635,-0.04422762066183891,-0.999021480034635,0.5253219888177297,0.8509035245341184
12.2,25.2,0.0,4.206748466257667,7.4165467625899275,33.0,13.0,22.0,63.0,45.0,1019.0,1016.0,8.0,1.0,17.8,24.2,0.0,0.0,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579,-0.04422762066183891,-0.999021480034635
6.5,14.5,0.2,0.4,8.4,52.0,17.0,24.0,96.0,67.0,1022.6,1017.0,4.585565349855053,4.580450105286398,8.3,14.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.2,35.7,0.0,14.0,8.354716981132079,43.0,17.0,17.0,49.0,20.0,1013.1,1010.7,0.0,4.0,24.0,32.4,0.0,0.0,0.5253219888177297,0.8509035245341184,-0.04422762066183891,-0.999021480034635,0.8268371568000089,-0.562441389066343
13.1,17.8,0.6,3.6,0.0,33.0,20.0,19.0,57.0,59.0,1025.8,1024.1,8.0,7.0,15.1,16.6,0.0,0.0,-0.7739002269689113,0.6333075387972795,0.36731936773024515,-0.9300948780045254,0.13233681049883228,0.9912048065798491
6.9,16.3,0.0,3.4,7.9,30.0,7.0,19.0,70.0,29.0,1024.9,1023.1,8.0,8.0,10.5,16.0,0.0,0.0,0.6669156003948422,0.7451332645574127,-0.2194105534967032,-0.9756326199006828,-0.9454304232544339,-0.32582405495135236
11.8,20.3,0.0,9.2,13.0,44.0,17.0,24.0,42.0,37.0,1019.3,1018.0,3.0,2.0,17.3,19.7,0.0,0.0,0.36731936773024515,-0.9300948780045254,-0.5984600690578581,-0.8011526357338306,0.36731936773024515,-0.9300948780045254
10.1,16.8,0.0,5.162681159420288,7.898161764705884,72.0,30.0,39.0,66.0,58.0,1017.1,1018.1,4.452205882352941,4.842105263157895,13.2,14.1,0.0,0.0,0.9843819506325049,-0.17604594647121138,-0.9454304232544339,-0.32582405495135236,-0.7739002269689113,0.6333075387972795
11.6,19.2,0.0,5.420289231739704,7.656391491519734,24.0,0.0,9.0,77.0,58.0,1020.9,1017.9,4.585565349855053,4.580450105286398,14.2,17.6,0.0,0.0,0.13233681049883228,0.9912048065798491,0.0,0.0,-0.5984600690578581,-0.8011526357338306
21.7,28.5,23.4,6.8,10.5,39.0,13.0,15.0,60.0,45.0,1014.8,1011.5,5.0,3.0,25.9,28.1,1.0,0.0,0.8268371568000089,-0.562441389066343,0.8268371568000089,-0.562441389066343,0.8268371568000089,-0.562441389066343
20.5,26.0,4.114878892733564,5.420289231739704,7.656391491519734,44.0,16.649484536082475,35.0,67.37241379310345,80.0,1014.9,1013.1,6.218978102189781,8.0,17.90413793103447,24.4,0.22837370242214533,0.0,0.5253219888177297,0.8509035245341184,0.0,0.0,0.5253219888177297,0.8509035245341184
9.1,18.9,0.0,1.6,8.2,22.0,9.0,6.0,78.0,47.0,1031.9,1029.5,2.0,1.0,13.9,18.2,0.0,0.0,-0.4480736161291701,0.8939966636005579,-0.9960878351411849,0.08836868610400142,-0.4480736161291701,0.8939966636005579
14.0,21.0,0.0,1.2,6.5,40.12741330509785,6.0,11.0,82.0,63.0,1015.7,1011.9,4.0,7.0,15.2,20.2,0.0,0.0,0.0,0.0,0.6669156003948422,0.7451332645574127,0.6669156003948422,0.7451332645574127
8.9,27.9,0.0,4.5,11.7,31.0,6.0,13.0,69.0,15.0,1016.7,1012.8,1.0,2.0,15.8,27.4,0.0,0.0,-0.7739002269689113,0.6333075387972795,-0.5984600690578581,-0.8011526357338306,0.36731936773024515,-0.9300948780045254
11.2,17.2,19.0,5.6,7.2,74.0,17.0,26.0,95.0,34.0,1018.6,1017.7,7.0,1.0,12.0,16.9,1.0,0.0,-0.2194105534967032,-0.9756326199006828,0.6669156003948422,0.7451332645574127,0.9843819506325049,-0.17604594647121138
16.0,32.0,2.0,8.0,8.7,30.0,0.0,20.0,81.0,53.0,1015.2,1012.1,4.585565349855053,4.580450105286398,21.2,27.6,1.0,1.0,1.0,0.0,0.0,0.0,-0.8733046400935156,-0.4871745124605095
5.9,28.1,0.0,5.420289231739704,7.656391491519734,35.0,17.0,19.0,39.0,24.0,1014.9,1012.1,5.931297709923665,6.206896551724138,20.3,26.6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
10.2,25.0,0.0,5.420289231739704,7.656391491519734,40.12741330509785,2.0,2.0,61.0,50.0,1017.4989079446407,1015.1470960504763,1.0,1.0,19.8,23.7,0.0,0.0,0.0,0.0,0.6669156003948422,0.7451332645574127,-0.9960878351411849,0.08836868610400142
8.4,14.3,0.0,1.8,1.0,69.0,31.0,39.0,75.0,69.0,1017.5,1012.9,7.0,7.0,10.4,13.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
14.5,27.8,0.0,10.2,13.1,44.0,7.0,30.0,46.0,37.0,1012.7,1010.0,0.0,0.0,22.3,26.3,0.0,0.0,0.9843819506325049,-0.17604594647121138,-0.9960878351411849,0.08836868610400142,0.36731936773024515,-0.9300948780045254
18.9,34.1,0.0,11.2,8.354716981132079,33.0,17.0,15.0,37.0,9.0,1010.7,1007.1,1.0,2.0,23.8,33.0,0.0,0.0,0.5253219888177297,0.8509035245341184,0.5253219888177297,0.8509035245341184,0.13233681049883228,0.9912048065798491
5.0,10.0,2.2,1.2,2.7,48.0,17.0,13.0,72.0,59.0,1029.6,1030.2,4.905263157894737,5.058201058201059,7.1,8.9,1.0,1.0,0.36731936773024515,-0.9300948780045254,0.13233681049883228,0.9912048065798491,0.13233681049883228,0.9912048065798491
15.9,31.8,0.0,9.8,13.0,33.0,17.0,19.0,55.0,36.0,1018.7,1014.0,0.0,0.0,20.5,29.1,0.0,0.0,0.9129390999389944,0.4080958218391594,0.8268371568000089,-0.562441389066343,0.13233681049883228,0.9912048065798491
22.0,30.1,0.0,6.4,11.2,39.0,28.0,15.0,55.0,46.0,1014.4,1011.0,3.0,2.0,24.1,29.8,0.0,0.0,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579
14.5,36.0,0.0,10.4,12.7,39.0,17.0,17.0,5.0,2.0,1013.7,1011.0,0.0,0.0,26.2,34.8,0.0,0.0,-0.2194105534967032,-0.9756326199006828,-0.8733046400935156,-0.4871745124605095,1.0,0.0
16.4,23.7,0.2,4.2,6.95373134328358,31.0,20.0,19.0,59.0,55.0,1022.4,1019.6,2.0,2.0,21.6,22.8,0.0,0.0,0.36731936773024515,-0.9300948780045254,-0.7739002269689113,0.6333075387972795,-0.9960878351411849,0.08836868610400142
17.8,34.5,0.0,5.420289231739704,7.656391491519734,26.0,6.0,9.0,85.0,39.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,21.2,32.5,0.0,0.0,-0.04422762066183891,-0.999021480034635,0.9129390999389944,0.4080958218391594,-0.8733046400935156,-0.4871745124605095
11.0,30.7,0.0,9.8,13.7,39.0,26.0,9.0,43.0,18.0,1017.8,1014.3,0.0,1.0,18.9,28.0,0.0,0.0,0.5253219888177297,0.8509035245341184,-0.04422762066183891,-0.999021480034635,-0.8733046400935156,-0.4871745124605095
7.5,23.6,8.8,4.823076923076924,7.656391491519734,37.0,6.0,17.0,81.0,52.0,1016.4244343891401,1014.5334841628966,6.310344827586207,4.0,13.2,21.6,1.0,0.0,1.0,0.0,0.6669156003948422,0.7451332645574127,-0.9454304232544339,-0.32582405495135236
17.9,24.9,0.2,5.420289231739704,7.656391491519734,22.0,11.0,13.0,84.0,78.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,20.6,22.9,0.0,1.0,-0.4480736161291701,0.8939966636005579,0.13233681049883228,0.9912048065798491,-0.04422762066183891,-0.999021480034635
8.8,29.3,0.0,3.983870967741934,7.656391491519734,33.0,13.0,13.0,54.0,29.0,1018.5,1015.1,4.391111111111111,4.919354838709677,16.2,27.5,0.0,0.0,-0.9454304232544339,-0.32582405495135236,0.9129390999389944,0.4080958218391594,-0.7739002269689113,0.6333075387972795
3.4,16.8,0.2,2.0,7.5,30.0,19.0,0.0,79.0,59.0,1029.2,1025.6,5.0,7.0,9.4,16.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20.2,35.1,0.0,16.0,11.0,65.0,28.0,28.0,10.0,16.0,1016.8,1017.4,0.0,4.0,26.9,31.7,0.0,0.0,1.0,0.0,1.0,0.0,0.13233681049883228,0.9912048065798491
11.9,18.8,0.0,5.420289231739704,7.656391491519734,39.0,9.0,15.0,55.0,32.0,1015.4,1014.0,4.585565349855053,4.580450105286398,14.4,17.5,0.0,0.0,0.36731936773024515,-0.9300948780045254,-0.9454304232544339,-0.32582405495135236,-0.9454304232544339,-0.32582405495135236
11.7,28.5,0.0,5.420289231739704,7.656391491519734,28.0,0.0,13.0,70.0,32.0,1022.9,1018.9,8.0,2.0,15.7,27.4,0.0,0.0,1.0,0.0,0.0,0.0,-0.2194105534967032,-0.9756326199006828
6.2,22.0,0.0,1.4,9.2,26.0,4.0,15.0,82.0,47.0,1020.2,1015.7,0.0,0.0,12.4,21.3,0.0,1.0,-0.8733046400935156,-0.4871745124605095,-0.4480736161291701,0.8939966636005579,-0.8733046400935156,-0.4871745124605095
7.2,14.7,3.4,5.420289231739704,7.656391491519734,52.0,19.0,20.0,54.0,59.0,1019.6,1019.3,4.585565349855053,4.580450105286398,12.7,13.7,1.0,0.0,0.36731936773024515,-0.9300948780045254,-0.7739002269689113,0.6333075387972795,-0.7739002269689113,0.6333075387972795
17.3,29.7,0.0,5.8,9.7,35.0,15.0,24.0,61.0,45.0,1017.7,1014.5,5.0,2.0,24.7,28.9,0.0,0.0,-0.4480736161291701,0.8939966636005579,-0.9960878351411849,0.08836868610400142,-0.4480736161291701,0.8939966636005579
9.2,17.0,0.0,1.6,0.3,17.0,0.0,0.0,85.52123552123552,62.575289575289574,1026.5,1024.2,4.585565349855053,4.580450105286398,10.9,16.0,0.0,0.0,-0.8733046400935156,-0.4871745124605095,0.0,0.0,0.0,0.0
6.8,9.3,35.0,5.420289231739704,7.656391491519734,37.0,22.0,13.0,98.0,98.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,6.9,8.9,1.0,1.0,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579
20.1,42.2,0.0,5.420289231739704,7.656391491519734,54.0,9.0,24.0,19.0,8.0,1006.4,1002.1,4.685714285714286,3.0,33.2,41.1,0.0,0.0,-0.9454304232544339,-0.32582405495135236,0.5253219888177297,0.8509035245341184,-0.9454304232544339,-0.32582405495135236
17.8,20.3,0.6,5.420289231739704,7.656391491519734,40.12741330509785,0.0,0.0,96.0,96.0,1017.4989079446407,1015.1470960504763,8.0,8.0,19.4,18.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12.3,18.0,22.4,5.420289231739704,7.656391491519734,39.0,7.0,11.0,78.0,86.0,1007.8,1009.7,4.585565349855053,4.580450105286398,14.1,15.5,1.0,0.0,0.13233681049883228,0.9912048065798491,-0.9454304232544339,-0.32582405495135236,-0.7739002269689113,0.6333075387972795
19.7,27.4,2.8,25.8,6.1,65.0,17.0,30.0,93.0,59.0,1007.2,1006.4,8.0,8.0,19.9,26.0,1.0,1.0,0.13233681049883228,0.9912048065798491,-0.5984600690578581,-0.8011526357338306,-0.5984600690578581,-0.8011526357338306
27.6,39.8,0.0,12.0,7.656391491519734,33.0,19.0,11.0,62.0,32.0,1010.6,1004.7,4.0,4.0,31.2,38.0,0.0,0.0,-0.2194105534967032,-0.9756326199006828,-0.2194105534967032,-0.9756326199006828,-0.9960878351411849,0.08836868610400142
14.1,28.9,0.0,11.0,13.2,43.72508591065292,17.0,9.0,58.0,14.0,1018.5,1016.2,0.0,1.0,18.3,26.6,0.0,0.0,0.0,0.0,-0.9960878351411849,0.08836868610400142,-0.4480736161291701,0.8939966636005579
3.5,28.9,0.0,5.420289231739704,7.656391491519734,31.0,20.0,9.0,48.0,17.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,17.8,28.1,0.0,0.0,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579,-0.04422762066183891,-0.999021480034635
17.9,20.9,0.4,1.8,0.3,39.0,24.0,17.0,78.0,79.0,1015.9,1013.2,7.0,6.0,18.9,19.9,0.0,0.0,0.13233681049883228,0.9912048065798491,0.36731936773024515,-0.9300948780045254,-0.5984600690578581,-0.8011526357338306
18.5,35.5,0.0,16.8,7.656391491519734,24.0,7.0,9.0,65.0,44.06578947368421,1014.7,1010.8,0.0,3.048780487804878,26.0,33.899999999999984,0.0,0.0,0.9129390999389944,0.4080958218391594,-0.9960878351411849,0.08836868610400142,-0.9454304232544339,-0.32582405495135236
-0.4,12.9,0.0,1.0,9.6,26.0,2.0,15.0,99.0,67.0,1027.0,1021.8,4.585565349855053,4.580450105286398,1.8,12.4,0.0,0.0,-0.8733046400935156,-0.4871745124605095,0.8268371568000089,-0.562441389066343,-0.8733046400935156,-0.4871745124605095
7.4,27.8,0.0,5.4,10.4,41.0,17.0,13.0,22.0,11.0,1021.1,1016.9,0.0,0.0,21.1,27.3,0.0,0.0,1.0,0.0,1.0,0.0,-0.2194105534967032,-0.9756326199006828
18.3,33.9,0.0,17.8,9.9,35.0,17.0,15.0,27.0,10.0,1017.4,1014.4,1.0,6.0,26.8,33.0,0.0,0.0,-0.8733046400935156,-0.4871745124605095,0.5253219888177297,0.8509035245341184,-0.04422762066183891,-0.999021480034635
8.7,13.0,0.0,3.983870967741934,7.656391491519734,30.0,13.0,22.0,85.0,69.0,1028.1,1023.5,7.0,7.0,9.2,12.7,0.0,0.0,1.0,0.0,-0.8733046400935156,-0.4871745124605095,1.0,0.0
11.3,22.2,0.0,5.420289231739704,7.656391491519734,30.0,13.0,19.0,76.0,57.0,1018.0,1015.6,4.585565349855053,4.580450105286398,17.0,19.8,0.0,0.0,-0.2194105534967032,-0.9756326199006828,-0.04422762066183891,-0.999021480034635,-0.9454304232544339,-0.32582405495135236
11.8,20.3,0.0,5.975641025641025,7.3,35.0,9.0,17.0,59.0,46.0,1026.9,1025.1,4.585565349855053,4.580450105286398,15.5,18.8,0.0,1.0,0.36731936773024515,-0.9300948780045254,0.9129390999389944,0.4080958218391594,-0.7739002269689113,0.6333075387972795
10.7,22.5,0.0,4.6,11.6,31.0,13.0,22.0,68.0,54.0,1026.4,1025.2,4.905263157894737,5.058201058201059,15.6,21.4,0.0,0.0,-0.9960878351411849,0.08836868610400142,-0.2194105534967032,-0.9756326199006828,-0.9960878351411849,0.08836868610400142
6.2,19.3,0.0,3.0,7.8,17.0,7.0,2.0,49.0,31.0,1024.9,1021.6,6.0,6.0,14.0,19.1,0.0,0.0,0.8268371568000089,-0.562441389066343,0.8268371568000089,-0.562441389066343,0.9129390999389944,0.4080958218391594
17.2,28.6,0.0,5.420289231739704,3.8,37.0,6.0,20.0,40.0,32.0,1020.3,1018.9,8.0,7.0,21.4,26.2,0.0,0.0,0.36731936773024515,-0.9300948780045254,-0.2194105534967032,-0.9756326199006828,0.36731936773024515,-0.9300948780045254
14.5,35.26417910447761,0.0,16.0,7.656391491519734,48.0,24.0,24.0,17.0,44.06578947368421,1016.5,1011.2,4.0,3.048780487804878,26.5,33.899999999999984,0.0,0.0,-0.04422762066183891,-0.999021480034635,-0.9960878351411849,0.08836868610400142,0.8268371568000089,-0.562441389066343
-1.2,18.4,0.0,4.4,10.7,39.0,2.0,19.0,54.0,25.0,1026.3,1022.6,0.0,0.0,8.7,17.4,0.0,0.0,0.8268371568000089,-0.562441389066343,0.5253219888177297,0.8509035245341184,-0.4480736161291701,0.8939966636005579
0.7,18.1,0.0,5.420289231739704,7.656391491519734,35.0,7.0,17.0,72.0,36.0,1030.1,1026.1,4.685714285714286,4.541666666666667,7.1,17.0,0.0,0.0,0.8268371568000089,-0.562441389066343,0.9129390999389944,0.4080958218391594,0.8268371568000089,-0.562441389066343
11.4,23.1,0.0,5.420289231739704,7.656391491519734,57.0,9.0,15.0,40.0,25.0,1008.9,1005.7,4.585565349855053,4.580450105286398,18.9,21.3,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.6669156003948422,0.7451332645574127,0.9843819506325049,-0.17604594647121138
8.5,12.4,5.6,3.6,2.2,43.0,11.0,11.0,70.0,58.0,1016.4,1017.5,7.0,6.0,10.7,11.0,1.0,0.0,0.6669156003948422,0.7451332645574127,0.13233681049883228,0.9912048065798491,0.9129390999389944,0.4080958218391594
7.0,22.9,0.0,9.2,11.2,31.0,13.0,13.0,42.0,27.0,1017.2,1012.8,0.0,1.0,15.8,22.6,0.0,0.0,-0.7739002269689113,0.6333075387972795,0.9843819506325049,-0.17604594647121138,0.9843819506325049,-0.17604594647121138
16.2,26.6,0.0,5.4,5.8,50.0,24.0,26.0,51.0,36.0,1025.2,1022.3,7.0,7.0,19.5,26.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5.4,27.5,0.0,5.420289231739704,7.656391491519734,24.0,4.0,6.0,55.0,30.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,20.1,26.7,0.0,0.0,-0.9960878351411849,0.08836868610400142,1.0,0.0,0.13233681049883228,0.9912048065798491
4.4,16.9,0.0,5.420289231739704,7.656391491519734,33.0,9.0,22.0,89.0,47.0,1018.8,1015.9,4.585565349855053,4.580450105286398,5.3,16.2,0.0,0.0,-0.9454304232544339,-0.32582405495135236,1.0,0.0,0.9843819506325049,-0.17604594647121138
4.3,27.6,0.0,4.4,9.9,48.0,11.0,28.0,48.0,14.0,1018.2,1010.0,0.0,0.0,15.5,26.9,0.0,0.0,-0.2194105534967032,-0.9756326199006828,-0.2194105534967032,-0.9756326199006828,0.6669156003948422,0.7451332645574127
9.1,20.8,0.0,5.420289231739704,7.656391491519734,33.0,11.0,19.0,66.0,75.0,1014.2,1015.1,4.585565349855053,4.580450105286398,19.2,19.5,0.0,0.0,0.13233681049883228,0.9912048065798491,-0.9454304232544339,-0.32582405495135236,0.13233681049883228,0.9912048065798491
4.7,17.7,0.0,5.420289231739704,7.656391491519734,40.12741330509785,11.0,6.0,62.0,44.0,1017.4989079446407,1015.1470960504763,0.0,0.0,9.4,16.3,0.0,0.0,0.0,0.0,0.6669156003948422,0.7451332645574127,0.6669156003948422,0.7451332645574127
19.8,27.1,24.4,8.6,9.0,35.0,17.0,22.0,83.0,60.0,1018.9,1017.9,6.0,6.0,22.0,26.0,1.0,1.0,0.8268371568000089,-0.562441389066343,0.36731936773024515,-0.9300948780045254,0.8268371568000089,-0.562441389066343
11.3,35.0,0.0,4.206748466257667,7.4165467625899275,39.0,6.0,22.0,55.0,16.0,1017.2,1012.4,5.1193415637860085,4.787610619469026,21.2,33.1,0.0,0.0,0.6669156003948422,0.7451332645574127,-0.2194105534967032,-0.9756326199006828,-0.9454304232544339,-0.32582405495135236
